Swap   Counterparty,Notional   Amount   (000s),Termination   Date,Payments   Made,Payments   Received,Market   Value,Upfront   Premiums   (Received),Unrealized   Depreciation,CIK,Reporting Type,Report Year
UBS,"BRL17,970000",1/2/12,BRL-CDI-Compounded,10.58%,"$(183,639","$(28,323","$(155,316",0001190935,N-CSR,11
