Counterparty,Reference   Entity/Obligation,Buy/Sell   Protection,(Pay)/   Receive   Fixed   Rate (%),Termination   Date,Notional Amount(2),Fair   Value(3),Upfront   Payments   Paid/   (Received),Unrealized   Appreciation/   (Depreciation),CIK,Reporting Type,Report Year
Barclays Bank PLC,CDX.NA.IG.19 Index,Buy,(1.000),12/20/17,"57,813,000"," (128,246)"," (205,093)"," 76,847",0001066602,N-Q,13
