Credit Default Swaps and Counterparty,Buy/SellProtection1,TerminationDate,"NotionalPrincipalAmount2
",Value3,UnrealizedGain/(Loss),CIK,Reporting Type,Report Year
"CDX HY, 5 Year, at 5.00%; J.P. Morgan Chase and Co.",Sell,12/20/2019,"($14,000,000)","$155,343","$155,343",0000811869,N-Q,15
