Credit Default Swaps and Counterparty,"Buy/Sell 
Protection1",TerminationDate,"NotionalPrincipalAmount2
",Value3,UnrealizedGain/(Loss),CIK,Reporting Type,Report Year
"CDX HY 25, 5 Year, at 5.00%; CS First Boston Corporation",Sell,12/20/2020,"17,000,000)","650,606","650,606",0000790166,N-Q,16
