Underlying,Broker(Exchange),NotionalAmount,FixedRate,ExpirationDate,ImpliedCreditSpread*,UpfrontPaymentsMade,Value,UnrealizedDepreciation,CIK,Reporting Type,Report Year
Argentina Republic,Credit SuisseInternational,"12,500,000",5.0,12/20/21,4.204,"627,478","434,333","(193,145",0000883939,N-Q,17
