Clearing House,Reference Entity,Buy/SellProtection (7),CurrentCreditSpread (8),NotionalAmount,Fixed Rate(Annualized),TerminationDate,Value,UnrealizedAppreciation(Depreciation),CIK,Reporting Type,Report Year
Citigroup,MarkitCDXNAHY21Index,Sell,3.5,"1,800,000",5.0,12/20/18,"128,585","3,972",0001390204,N-CSR,14
