Counterparty,ExpirationDate,NotionalAmount,Swap Details,UnrealizedAppreciation/(Depreciation),ImpliedCreditSpread*,CIK,Reporting Type,Report Year
JPMorgan Chase Bank N.A.,12/20/2020,"1,849,000",Receive: Markit CDX North America High Yield (S25V1) 5 YearPay: Fixed rate equal to 5.00%,"57,382",4.29%,0000887210,N-CSRS,16
