Counterparty,Swap Referenced Obligation,Value2,Payments,Date,(Received),(Depreciation)3,CIK,Reporting Type,Report Year
HSBC,CDX.EM.254,235000,1.00%,6/20/21,"(20,569","$2,822",0001048133,N-Q,16
