Counterparty,Swap Referenced Obligation,Value2,Payments,Date,(Received),(Depreciation)3,CIK,Reporting Type,Report Year
HSBC,CDX.EM.254,310000,1.00%,6/20/21,"      
      (27,133","     
         3,723",0001048133,N-Q,16
