Swap Counterparty,Referenced Obligation,ReceiveBuy/SellProtection,FixedRate,ExpirationDate,NotionalAmount,UpfrontPremiumPaid(Received),Value ofContract,CIK,Reporting Type,Report Year
JPMorgan,"D.R. Horton, Inc.",Buy,1.0,03/20/15,"4,500,000","196,380","(22,489",0000773757,N-CSR,11
