Counterparty,Referenced Entity,Buy/SellProtection (16),CurrentCreditSpread (17),NotionalAmount,Fixed Rate(Annualized),TerminationDate,Value,UnrealizedAppreciation(Depreciation),CIK,Reporting Type,Report Year
Morgan Stanley,Holdings Company LLC,Buy,82.65,"4,455,000",5.0,3/20/13,"1,373,625","468,194",0001020660,N-CSR,12
