Counterparty,Swap,Notional Value,AnnualProtectionPayments,TerminationDate,UnrealizedAppreciation(Depreciation),CIK,Reporting Type,Report Year
BNP,ICE-CDX.NA.HY.23,"48,000,000",5.0,12/20/19,"95,337",0000357059,N-CSR,15
