Reference Obligation,NotionalValue,FairValue,UpfrontPremiumsPaid,FixedDealPay/ReceiveRate,ExpirationDate,UnrealizedAppreciation,Buy/SellCreditProtection,Average CreditRating (a),CIK,Reporting Type,Report Year
North America High Yield 24,"2,885,850","(18,183","141,200",5.0,"June 20, 2020","179,478",Buy,B+,0000356476,N-CSR,15
