Counterparty,Referenced Entity,Buy/SellProtection (10),CurrentCreditSpread (11),NotionalAmount,Fixed Rate(Annualized),TerminationDate,Value,UnrealizedAppreciation(Depreciation),CIK,Reporting Type,Report Year
Goldman Sachs Bank USA,iStar Inc.,Buy,4.893,"4,000,000",5.0,6/20/21,"(24,033","47,045",0001071336,N-CSR,16
