Counterparty,Referenced Entity,Buy/SellProtection (7),CurrentCredit,NotionalAmount,Fixed Rate(Annualized),TerminationDate,Value,Unrealized,CIK,Reporting Type,Report Year
Goldman Sachs Bank USA,iStar Inc.,Buy,4.893,"50,000",5.0,6/20/21,(300,588,0001071336,N-CSR,16
