Underlying Instrument,Counterparty,ExpirationDate,"ImpliedCreditSpread atJune 30,2013(n)",NotionalAmount(o),FixedRate,Value,UpfrontPremiumsPaid/(Received),UnrealizedAppreciation/(Depreciation),CIK,Reporting Type,Report Year
"CDX North America Investment Grade Index Swap Agreement with Goldman Sachs International, N.A., Series 20",Goldman Sachs,6/20/18,0.88,"200,000",1.0,"1,253","1,689",(436,0001301708,N-CSR,13
