Counterparty,Swap Referenced Obligation,Notional Value2,Payments,Date,(Depreciation),CIK,Reporting Type,Report Year
JPMC,ICE - CDX.NA.IG.24,"5,000,000",1.00%,6/20/20,"     (1,755",0000027825,N-Q,15
