ReferenceEntity,Counterparty,FixedReceive Rate,ExpirationDate,Notional Amount,MarketValue,Premiums Paid,Unrealized (Depreciation),CIK,Reporting Type,Report Year
"Avon Products, Inc.",Goldman Sachs,5.0,12/20/20,"$180,000","$22,517","$26,969","(4,452",0001641087,N-CSR,16
