Counterparty,ReferenceObligation,(Pay)/ReceiveFixed Rate,ExpirationDate,NotionalValue( ),UnamortizedUp FrontPremiumPaid/(Received),MarketValue,UnrealizedAppreciation(Depreciation),FeesReceivable/(Payable),CIK,Reporting Type,Report Year
Barclays Bank PLC,Republic of Russia,(1.00%),6/20/2020,"310,000","29,560","29,193",(367,(603,0001406305,N-CSRS,15
