"SWAP
  COUNTERPARTY &REFERENCE
  OBLIGATION",PROTECTION,AMOUNT(000 S),RATE,DATE,(DEPRECIATION),CIK,Reporting Type,Report Year
Sealed Air Corp.,Buy,10000,1.12,"March 20, 2018",917,0000924394,N-Q,09
