Counterparty,Reference Entity,Buy/Sell,(Pay)/Receive,Expiration,Implied,Notional,UpfrontPayments,Unrealized,CIK,Reporting Type,Report Year
  Bank of America,"Citigroup, Inc.",Buy,(1.00)%,06/20/17,0.43%,"$(2,500,000)","$121,436","$(165,057)",0000005094,N-Q,14
