Counterparty,Referenced Entity,Buy/SellProtection (12),NotionalAmount,Fixed Rate(Annualized),TerminationDate,Value,UnrealizedAppreciation(Depreciation),CIK,Reporting Type,Report Year
Citigroup Global Markets Inc.,City of Chicago,Buy,10000000,1,6/21/21,"(1,108,921","(21,321",0001020660,N-CSR,17
