Counterparty,Reference Entity/Obligation,Buy/Sell Protection,(Pay)/ Receive Fixed Rate (%),Termination Date,Notional Amount(2),Fair Value(3),Upfront Payments Paid/ (Received),Unrealized Appreciation/ (Depreciation),CIK,Reporting Type,Report Year
Barclays Bank PLC,"CDX Emerging Markets Index Series 25, Version 1",Buy,(1.000,06/20/21,"	25,000,000","1,545,246","1,679,690","(134,444",0000002646,N-Q,16
