Reference Entity/,Swap Counterparty,Credit Protection,Notional Amount(000 s),Fixed Rate,Termination Date,CIK,Reporting Type,Report Year
"CDX North America High Yield Index, Series 16",Barclays Bank plc,Buy,12795,6/20/16,331426,0001307792,N-CSRS,11
