COUNTERPARTY,BUY/SELL,(PAY)/RECEIVE,REFERENCE,NOTIONALAMOUNT,EXPIRATION,FAIR VALUE,PREMIUMSPAID/RECEIVED,UNREALIZED,CIK,Reporting Type,Report Year
BNP,Buy,(1.00)%,"China Government Bond,","$1,160,000",12/20/20,14,14,,0000916620,N-CSRS,15
