Reference Entity/,Swap Counterparty,Credit Protection,Notional Amount(000 s),Fixed Rate,Termination Date,CIK,Reporting Type,Report Year
"CDX North America Investment Grade Index, Volume H, Series 7","Morgan Stanley
Capital Services, Inc.",Sell,17000000,0.75,12/20/11,0001412445,N-CSRS,11
