Credit Default Swaps and Counterparty,Buy/SellProtection1,TerminationDate,"NotionalPrincipalAmount2
",Value3,UnrealizedGain/(Loss),CIK,Reporting Type,Report Year
"CDX HY 25, 5 Year, at 5.00%; CS First Boston Corporation",Sell,12/20/2020,"($13,000,000)","$112,899","$112,899",0000811869,N-Q,16
