Counterparty,"Reference
    Entity/Obligation","Buy/Sell
    Protection","(Pay)/
    Receive Fixed Rate (%)","Termination
    Date","Notional
Amount(2)","Fair
Value(3)","Upfront
    Payments Paid/ (Received)","Unrealized
    Appreciation/ (Depreciation)",CIK,Reporting Type,Report Year
Barclays Bank PLC,CDX.NA.IG.20,Sell,1.0,06/20/18,"15,000,000","288,761","139,906","148,855",0001015965,N-Q,14
