Counterparty,Swap Referenced Obligation,Notional Value,Annual ProtectionPayments,Termination,UnrealizedAppreciation(Depreciation),CIK,Reporting Type,Report Year
JPMC,CDX.EM.20-V1,"        555,000",           5.00%        ,    12/20/18    ,"          1,703",0000769220,N-CSR,14
