Underlying,Broker (Exchange),NotionalAmount,FixedRate,ExpirationDate,CreditSpread*,Value,UnrealizedDepreciation,CIK,Reporting Type,Report Year
CDX.NA.HY.26,JPMorgan (CME),"55,000,000",5.0,06/20/21,4.288,"(1,663,608","(799,276",0000883939,N-Q,16
