"Swap
      Counterparty & Referenced Obligation",Notional Value,Payments,Date,Depreciation,CIK,Reporting Type,Report Year
"       
        Donnelley (R.R.) 5 yr CDS","$1,050,000",5.00%,6/20/14,"(115,287",0000357059,N-CSR,09
