SWAP COUNTERPARTY& REFERENCE ENTITY,BUY/SELL PROTECTION,NOTIONAL AMOUNT,INTEREST RATE,TERMINATION DATE,CIK,Reporting Type,Report Year
Barclays Capital Whirlpool Corp.,Buy,175,1,"June 20, 2014",0000093284,N-Q,12
