Reference Entity,Counterparty,TerminationDate,Buy/SellProtection2,NotionalAmount(000)3,(Pay)/ReceiveFixedRate4,UpfrontPremiumsReceived/(Paid),Value,UnrealizedAppreciation/(Depreciation)5,CIK,Reporting Type,Report Year
"Republic of South Africa5.50%, due 3/9/20",Citibank N.A.,6/20/2019,Buy,"236,926000",(1.00,"(8,857,234","14,708,542","5,851,308",0001469192,N-CSR,16
