Counterparty,Reference Entity,Buy/SellProtection (9),CurrentCreditSpread (10),NotionalAmount,Fixed Rate(Annualized),TerminationDate,Value,UnrealizedAppreciation(Depreciation),CIK,Reporting Type,Report Year
Citibank N.A.,Commonwealthof Puerto Rico,Buy,16.64,"1,845,000",5.0,12/20/19,"448,099","50,995",0001020661,N-CSR,15
