Counterparty,Reference Entity,Buy/SellProtection (7),CurrentCreditSpread (8),NotionalAmount,Fixed Rate(Annualized),TerminationDate,Value,UnrealizedAppreciation(Depreciation),CIK,Reporting Type,Report Year
Citibank N.A.,Commonwealthof Puerto Rico,Buy,16.64,"1,690,000",5.0,12/20/19,"410,454","46,711",0001020661,N-CSR,15
