Underlying Instrument,Clearing Agent,ExpirationDate,"ImpliedCreditSpread atJune 30,2015(%)(d)",NotionalAmount($)(e),FixedRate(%),Value($),PremiumsPaid/(Received)($),UnrealizedAppreciation/(Depreciation)($),CIK,Reporting Type,Report Year
"CDX North America High Yield Index Swap Agreement with JPMorgan Chase Bank, N.A., Series 24",JPMorgan Chase,6/20/20,3.56,"663,806",5.0,"(41,824","(45,514","3,690",0001301708,N-CSRS,15
