Counterparty,ReferenceEntity,Buy/,(Pay)/,ExpirationDate,Implied,Notional,UpfrontPayments,Unrealized,CIK,Reporting Type,Report Year
Bank of America Securities LLC,CitigroupInc.,Buy,(1.00)%,06/20/17,0.43%,"$5,500,000","$267,160","$(363,126)",0001112996,N-Q,14
