Counterparty (Issuer),Reference Entity,(Pay)/ReceiveFixed Rate,ExpirationDate,NotionalAmount,Fair Value ,UpfrontPremiumsPaid/(Received),UnrealizedAppreciation/(Depreciation),CIK,Reporting Type,Report Year
Barclays Bank PLC,CDX.NA.HY20,(5.00,06/20/2018,"25,000","(1,536",(958,(578,0000898745,N-CSR,13
