Reference Entity/Obligation,Buy/Sell Protection,(Pay)/ Receive Fixed Rate (%),Clearinghouse,Termination Date,Notional Amount(2),Fair Value(3),Unrealized Appreciation/ (Depreciation),CIK,Reporting Type,Report Year
CDX.NA.IG.23,Buy,(1.000),InterContinental Exchange,12/20/19," 49,933,000","(687,677","64,447",0000895430,N-Q,15
