Counterparty,Referenced Entity,"
Buy/SellProtection (9)","
CurrentCredit Spread (10)","
NotionalAmount","
Fixed Rate(Annualized)","
TerminationDate",Value,"
UnrealizedAppreciation(Depreciation) (8)",CIK,Reporting Type,Report Year
Morgan Stanley,Kohl's Corporation,Buy,1.75,"3,000,000",1.0,3/20/19,"102,600","43,893",0001093428,N-CSR,14
