Counterparty,MaturityDate,NotionalAmount,SpreadLock,Underlying Bond,UnrealizedAppreciation,CIK,Reporting Type,Report Year
"Morgan Stanley Capital     Services, Inc.(a)",6/20/09,"1,000,000",0.82%,"Tyco International Ltd. (Bermuda)6.00%, 11/15/13","12,248",0000929523,N-CSRS,04
