Reference Obligation/ Counterparty,Buy/Sell Credit Protection,Average Credit Rating (a),Fixed Deal Pay/Receive Rate,Notional Value,Fair Value,Upfront Premiums Paid,Expiration Date,Unrealized Appreciation,CIK,Reporting Type,Report Year
North America High Yield 22/Deutsche Bank,Sell,B+,5.0,"$1,980,000","$172,197","$141,250","June 20, 2019","38,672",0000356476,N-CSRS,14
