"Counterparty
 ","Reference
 Entity ","Buy/
 Sellb,c ","Pay/Receive
 Fixed Rate ","Expiration
 Date ","Implied
 Credit Spreadd ","Value
e (000s) ","Upfront
 Premium Paid/ (Received) (000s) ","Notional
 Amountf (000s) ","Unrealized
 Appreciation/ (Depreciation) (000s) ",CIK,Reporting Type,Report Year
"
Deutsche Bank
AG
","United
 Mexican States 5.950% due 03/19/2019 ","Sell
 ","1.000%
 ","06/20/2021
 ","1.407%
 ","$(3)
 000","$(5)
 000","$ 200
 000","$
2 000",0000793769,N-CSR,17
