Counterparty,Reference entity/obligation,Protection (1),Fixed Rate (%),Date,Amount (2),CIK,Reporting Type,Report Year
"The Royal Bank of
  Scotland PLC","Japan Government 2.000%, 03/21/22",Buy,(0.930),06/20/14,9000000,0000895430,N-Q,09
