Counterparty,ReferenceEntity,Buy/Sell Protection,Fixed Rate,Expiration Date,Notional Amount(000),CIK,Reporting Type,Report Year
"Bank of America, N.A.",Air Corp.,Buy,1.120%,03/20/18,1540,0000080832,N-Q,10
