Reference Entity,Counterparty,TerminationDate,Buy/SellProtection1,NotionalAmount(000)2,(Pay)/ReceiveFixedRate3,UpfrontPremiumsReceived/(Paid),Value,UnrealizedAppreciation/(Depreciation)4,CIK,Reporting Type,Report Year
"Republic of South Africa5.50%, due 3/9/20",Citibank N.A.,6/20/2019,Buy,"236,926000",(1.00,"(11,410,860","6,726,730","(4,684,130",0001469192,N-CSR,15
