Index,ReceiveFixedRate,Clearinghouse,ExpirationDate,IssuerCreditRating1,NotionalAmount(000)2,UnrealizedDepreciation,CIK,Reporting Type,Report Year
CDX.NA.HY Series 24 Version 2,5.0,Chicago Mercantile,6/20/20,B+,"13,860000","(14,187",0001398078,N-CSR,15
