Counterparty,Reference Entity,Buy/SellProtection (9),CurrentCreditSpread (10),NotionalAmount(U.S. Dollars),FixedRate,TerminationDate,Value(U.S. Dollars),UnrealizedAppreciationDepreciation)(U.S. Dollars),CIK,Reporting Type,Report Year
UBS,MARKIT CDX NA HY 17,Sell,8.37,"4,900,000",5.0,12/20/16,"(335,611","249,179",0000820892,N-CSR,12
