Counterparty,Reference,Fixed Deal,Notional,Market,Upfront,Expiration,Net Unrealized,CIK,Reporting Type,Report Year
JPMorgan,Credit Default Swap  North America High Yield 18,5.00%,"$3,000,000","($88,360)","$78,750",June 2017,"($9,671)",0000356476,N-Q,12
