Counterparty,Reference Entity,Buy/SellProtection(1),(Pay)/ReceiveFixedRate,ExpirationDate,NotionalAmount,Unrealized(Depreciation),CIK,Reporting Type,Report Year
"Lehman Brothers, Inc.",Windstream Corp. 8.125% due 08/01/2013,Sell,1.050%,06/20/2012,"2,000",(30,0000908187,N-CSR,07
