Underlying Instrument,Counterparty,Amount($),Rate(%),Date,CIK,Reporting Type,Report Year
"North America High Yield CDX Indices, Series 12",Barclays Bank PLC,"(9,800",5,06/20/14,0000883939,N-Q,09
