Underlying Instrument,Counterparty,Amount($),Rate(%),06/30/09(%),Expiration Date,Value($),CIK,Reporting Type,Report Year
"Merrill Lynch & Co., Inc",Barclays Bank PLC,"(8,500",0.95,2.72,09/20/12,443,0000883939,N-Q,09
