Swap Counterparty,Protection,Amount(000 s),Date,(Paid),Value,(Depreciation),CIK,Reporting Type,Report Year
"Citibank NA, New York",Sell,360000,12/20/15,"(5,725",6268,543,0001368083,N-CSR,11
