"Swap
  Counterparty","Notional
  Amount
  (000)","Termination
  Date","Payments
  made by
  Portfolio","Payments
  received by
  Portfolio","Market
  Value","Premiums
  (Paid)
  Received","Unrealized
  Appreciation
  (Depreciation)",CIK,Reporting Type,Report Year
Bank of America,"$1,400000",12/17/28,5.00%,3-Month,"$(472,045","$7,588  ","$(481,276",0000923185,N-CSR,09
