"Notional
  Amount","Expiration
  Date",Counterparty,"Receive
  (Pay)","Annual
  Premium","Deliverable
  On Default","Net
  Unrealized
  Appreciation
  (Depreciation)",CIK,Reporting Type,Report Year
"28,000,000USD",3/20/2015,"Lehman
  Brothers",Receive,0.88%,"Credit Swap
  AAA
  CDO","(479,869",0000772129,N-CSR,05
