"
SWAP COUNTERPARTY & REFERENCE OBLIGATION","
BUY/SELL PROTECTION","
NOTIONAL AMOUNT (000's)","
INTEREST RATE","
TERMINATION DATE","
UNREALIZED DEPRECIATION",CIK,Reporting Type,Report Year
"
Barclays Capital Whirlpool Corp.","
Buy",175,1.0,06/20/14,"(10,111",0000093284,N-CSRS,12
