Reference Entity/,Swap Counterparty,Buy/Sell Credit Protection,Notional Amount (000 s),Receive Fixed Rate,Termination Date,Appreciation(Depreciation),CIK,Reporting Type,Report Year
"CDX North America Investment Grade Index, Volume H, Series 7","Morgan Stanley
Capital Services, Inc.",Sell,17000,0.75,12/20/11,64344,0000701265,N-CSRS,11
