Swap Counterparty and   Reference Obligation,Buy/Sell   Protection,Notional   Amount   (000),Pay/Receive   Fixed Rate,Termination   Date,Upfront   Payment   (Received)   (000),Unrealized   Appreciation   (000),Value   (000),Credit   Rating of   Reference   Obligation ,CIK,Reporting Type,Report Year
Russian   Federation,Sell,"2,912000",1.0,6/20/21,(244000,68000,(176000,BB+,0000741375,N-Q,16
