Quarter Ended,"March 31, 2016 ","June 30, 2016","September 30, 2016 ","December 31, 2016",CIK,Reporting Type,Report Year
Core Bond Fund,"90,102,293","12,880,000","14,520,000",  ,0000824036,N-CSR,17
