Counterparty,Referenced Entity,Buy/SellProtection (7),CurrentCreditSpread (8),NotionalAmount,Fixed Rate(Annualized),TerminationDate,Value,UnrealizedAppreciation(Depreciation),CIK,Reporting Type,Report Year
Citibank N.A.,"Advanced MicroDevices, Inc.",Buy,6.08,"6,500,000",5.0,6/20/20,"268,740","(70,832",0001071336,N-CSR,15
