Counterparty,Swap Referenced Obligation,  Notional Value3  ,Annual  Protection  Payments,  Termination  Date,Upfront  Payment  ,UnrealizedAppreciation (Depreciation)4 ,CIK,Reporting Type,Report Year
HSBC,CDX.EM.255,"5,620,000",1.00%,6/20/21,"$(491,897)","$67,486",0000814230,N-CSR,16
