Index,PayFixedRate,ExpirationDate,NotionalAmount(000),UnrealizedDepreciation,CIK,Reporting Type,Report Year
CDX.NA.HY Series 27 Version 1,5.0,12/20/21,"1,100000","(5,781",0001097077,N-CSR,16
