Counterparty,ReferenceObligation,(Pay)/ReceiveFixed Rate,ExpirationDate,ImpliedCreditSpread^,NotionalValue( ),CIK,Reporting Type,Report Year
"Morgan Stanley Capital Services, Inc.","CDX.EM* Series 21, 5-Year",5.00%,6/20/2019,2.47,3050000,0000052136,N-CSRS,14
