Counterparty,Reference Entity,Buy/Sell Protection,Pay/ReceiveFixed rate,ExpirationDate,NotionalAmount,UnrealizedAppreciation,CIK,Reporting Type,Report Year
Goldman Sachs & Co.,"Russian Federation, 5.000% until 03/31/2007 and 7.500% thereafter, due 03/31/2030",Sell,0.96,01/28/2005,100,0,0001047304,N-Q,04
